trans_id	bundle_id	chr	left	right	FPKM_1	FPKM_2	FPKM_1/FPKM_2	FMI	frac	FPKM_conf_lo	FPKM_conf_hi	coverage	length	Contig	Contig_length	Accession1	Description1	eval1	Accession2	Description2	eval2
CUFF.7328.1	12477.00	NODE_46213_length_142_cov_16.295774	0.00	208.00	318.34			1.00	1.00	276.76	359.92	85.67	208.00	NODE_46213_length_142_cov_16.295774	208.00	emb|AL807393.10|	Mouse DNA sequence from clone RP23-142A9 on chromosome X Contains a Peroxisome biogenesis factor 19 (Pex19) pseudogene and a Ribosomal protein SA (Rpsa) pseudogene, complete sequence.	0.07	emb|FP929049.1|	Roseburia intestinalis M50/1 draft genome.	1.20
CUFF.7330.1	12473.00	NODE_46209_length_275_cov_12.240000	0.00	341.00	313.01			1.00	1.00	280.81	345.21	84.23	341.00	NODE_46209_length_275_cov_12.240000	341.00	gb|BT099427.1|	Soybean clone JCVI-FLGm-26P8 unknown mRNA.	1.0e-100	gb|BT051642.1|	Medicago truncatula clone MTYF5_F6_F7_F81G-H-19 unknown mRNA.	9.0e-86
CUFF.7332.1	12479.00	NODE_46215_length_67_cov_10.000000	0.00	133.00	131.63			1.00	1.00	98.19	165.06	35.42	133.00	NODE_46215_length_67_cov_10.000000	133.00	gb|AC125184.3|	Mus musculus BAC clone RP23-299L9 from chromosome 17, complete sequence.	0.18	ref|XM_001693707.1|	Chlamydomonas reinhardtii predicted protein (CHLREDRAFT_187957) mRNA, complete cds.	2.80
CUFF.7334.1	12475.00	NODE_46212_length_85_cov_20.105883	0.00	151.00	639.26			1.00	1.00	570.11	708.41	171.56	151.00	NODE_46212_length_85_cov_20.105883	151.00	dbj|AK252043.1|	Hordeum vulgare subsp. vulgare cDNA clone: FLbaf145m10, mRNA sequence.	0.21	emb|AJ234438.1|	Hordeum vulgare partial mRNA; clone cMWG0721.	0.21
CUFF.7336.1	12481.00	NODE_46216_length_67_cov_16.492537	0.00	133.00	244.15			1.00	1.00	198.62	289.69	65.69	133.00	NODE_46216_length_67_cov_16.492537	133.00	dbj|AK285932.1|	Glycine max cDNA, clone: GMFL01-18-N07.	1.0e-42	gb|AY496909.1|	Glycine max enolase mRNA, complete cds.	1.0e-42
CUFF.7338.1	12483.00	NODE_46217_length_164_cov_8.963414	0.00	230.00	234.49			1.00	1.00	200.55	268.42	63.08	230.00	NODE_46217_length_164_cov_8.963414	230.00	dbj|AK286341.1|	Glycine max cDNA, clone: GMFL01-26-F05.	0.34	dbj|AK286078.1|	Glycine max cDNA, clone: GMFL01-21-H09.	0.34
CUFF.734.1	5673.00	NODE_20763_length_87_cov_6.436781	3.00	153.00	8.29	775.35	0.01	1.00	1.00	0.39	16.20	2.23	150.00	NODE_20763_length_87_cov_6.436781	153.00	emb|AM697674.1|	Platynereis dumerilii mRNA for hypothetical protein (ORF1), isolate 2.	9.0e-44	emb|CU223764.1|	Populus EST from leave.	2.0e-41
CUFF.7340.1	12485.00	NODE_46218_length_75_cov_13.213333	0.00	141.00	192.25			1.00	1.00	153.01	231.49	51.71	141.00	NODE_46218_length_75_cov_13.213333	141.00	dbj|AK244523.1|	Glycine max cDNA, clone: GMFL01-05-O21.	1.0e-05	gb|BT097842.1|	Soybean clone JCVI-FLGm-22L15 unknown mRNA.	3.0e-03
CUFF.7342.1	12487.00	NODE_46220_length_250_cov_14.560000	0.00	316.00	352.96			1.00	1.00	317.44	388.48	94.99	316.00	NODE_46220_length_250_cov_14.560000	316.00	dbj|AP009552.1|	Microcystis aeruginosa NIES-843 DNA, complete genome.	0.47	gb|EZ039565.1|	TSA: Acropora millepora SeqIndex77652, mRNA sequence.	1.90
CUFF.7344.1	12491.00	NODE_46223_length_193_cov_16.575130	0.00	259.00	379.40			1.00	1.00	338.72	420.08	102.10	259.00	NODE_46223_length_193_cov_16.575130	259.00	gb|EZ148474.1|	TSA: Artemisia annua strain Artemis Contig7880, mRNA sequence.	1.0e-19	ref|XM_002285758.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100243776 (LOC100243776), mRNA.	5.0e-19
CUFF.7346.1	12489.00	NODE_46222_length_67_cov_3.835821	0.00	133.00	942.64			1.00	1.00	853.17	1032.11	253.64	133.00	NODE_46222_length_67_cov_3.835821	133.00	gb|AY227204.1|	Lotus corniculatus pyruvate decarboxylase 1 (Pdc1) mRNA, complete cds.	1.0e-36	gb|EU395434.1|	Prunus armeniaca cultivar Modesto pyruvate decarboxylase (PDC) mRNA, complete cds.	2.0e-29
CUFF.7348.1	12467.00	NODE_46206_length_67_cov_43.119404	0.00	133.00	3092.93			1.00	1.00	2930.86	3255.00	825.97	133.00	NODE_46206_length_67_cov_43.119404	133.00	gb|BT099150.1|	Soybean clone JCVI-FLGm-23N15 unknown mRNA.	3.0e-43	gb|BT095509.1|	Soybean clone JCVI-FLGm-19O22 unknown mRNA.	3.0e-43
CUFF.7350.1	12499.00	NODE_46227_length_146_cov_3.719178	0.00	212.00	74.58			1.00	1.00	54.65	94.52	20.07	212.00	NODE_46227_length_146_cov_3.719178	212.00	dbj|AK285787.1|	Glycine max cDNA, clone: GMFL01-16-E24.	2.0e-33	gb|BT093958.1|	Soybean clone JCVI-FLGm-24F7 unknown mRNA.	4.0e-31
CUFF.7351.1	12495.00	NODE_46225_length_180_cov_4.327778	0.00	246.00	94.12			1.00	1.00	73.33	114.91	25.33	246.00	NODE_46225_length_180_cov_4.327778	246.00	ref|XM_002323871.1|	Populus trichocarpa predicted protein, mRNA.	4.0e-44	gb|BT097624.1|	Soybean clone JCVI-FLGm-26E20 unknown mRNA.	2.0e-43
CUFF.7354.1	12497.00	NODE_46226_length_67_cov_14.283582	0.00	133.00	216.55			1.00	1.00	173.67	259.44	58.21	133.00	NODE_46226_length_67_cov_14.283582	133.00	gb|AC145331.19|	Medicago truncatula clone mth2-8o7, complete sequence.	3.0e-06	gb|AC147471.14|	Medicago truncatula clone mth2-7a7, complete sequence.	3.0e-06
CUFF.7356.1	12501.00	NODE_46228_length_206_cov_13.233009	0.00	268.00	305.55			1.00	1.00	269.66	341.43	82.21	268.00	NODE_46228_length_206_cov_13.233009	272.00	ref|XM_002513797.1|	Ricinus communis eukaryotic translation initiation factor, putative, mRNA.	5.0e-59	ref|XM_002285789.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100262554 (LOC100262554), mRNA.	2.0e-46
CUFF.7358.1	12503.00	NODE_46229_length_188_cov_12.638298	0.00	254.00	344.62			1.00	1.00	305.48	383.77	92.73	254.00	NODE_46229_length_188_cov_12.638298	254.00	gb|EU281061.1|	Polygala sanguinea cytochrome oxidase subunit I (coxI) gene, partial cds; mitochondrial.	1.0e-137	gb|AF193962.1|	Buxus sp. Qiu 94069 chytochrome oxidase subunit 1 (Cox1) gene, partial cds; mitochondrial.	1.0e-137
CUFF.736.1	5665.00	NODE_20663_length_157_cov_52.624203	0.00	223.00	1128.22	4.24	265.58	1.00	1.00	1052.63	1203.82	303.61	223.00	NODE_20663_length_157_cov_52.624203	223.00	emb|CU633457.1|	Podospora anserina S mat genomic DNA chromosome 5, supercontig 1.	0.08	gb|AC141478.3|	Mus musculus BAC clone RP24-82N16 from chromosome 18, complete sequence.	0.32
CUFF.7360.1	12505.00	NODE_46230_length_214_cov_11.252337	0.00	280.00	265.22			1.00	1.00	232.51	297.93	71.37	280.00	NODE_46230_length_214_cov_11.252337	280.00	gb|FJ200253.1|	Poecilia reticulata membrane-associated transporter protein B (Aim1) gene, partial sequence.	1.60	gb|CP000246.1|	Clostridium perfringens ATCC 13124, complete genome.	1.60
CUFF.7362.1	12507.00	NODE_46231_length_67_cov_9.477612	0.00	133.00	138.00			1.00	1.00	103.76	172.23	37.12	133.00	NODE_46231_length_67_cov_9.477612	133.00	dbj|AP004913.1|	Lotus japonicus genomic DNA, chromosome 5, clone: LjT02A14, TM0072a, complete sequence.	1.0e-17	emb|FP700159.1|	Medicago truncatula chromosome 5 clone mth2-108p14, COMPLETE SEQUENCE.	0.04
CUFF.7364.1	12513.00	NODE_46234_length_67_cov_5.253731	2.00	132.00	65.16			1.00	1.00	41.36	88.95	17.53	130.00	NODE_46234_length_67_cov_5.253731	133.00	ref|XM_001073278.1|	PREDICTED: Rattus norvegicus similar to RIKEN cDNA E330026B02 (RGD1307220), mRNA.	0.71	ref|XM_576462.2|	PREDICTED: Rattus norvegicus similar to procollagen, type VI, alpha 3 (RGD1565804), mRNA.	0.71
CUFF.7366.1	12511.00	NODE_46233_length_67_cov_18.567163	0.00	133.00	239.91			1.00	1.00	194.77	285.04	64.57	133.00	NODE_46233_length_67_cov_18.567163	133.00	ref|XM_002517063.1|	Ricinus communis conserved hypothetical protein, mRNA.	2.0e-16	ref|XM_002332640.1|	Populus trichocarpa PAF complex protein (PAFE902), mRNA.	1.0e-14
CUFF.7368.1	12509.00	NODE_46232_length_145_cov_3.648276	0.00	196.00	63.29			1.00	0.27	53.52	73.05	16.98	99.00	NODE_46232_length_145_cov_3.648276	211.00	ref|XM_002132050.1|	PREDICTED: Ciona intestinalis similar to KCNK16 protein (LOC100183963), mRNA.	0.30	gb|AC213418.1|	Populus trichocarpa clone POP021-F23, complete sequence.	1.20
CUFF.7370.1	12509.00	NODE_46232_length_145_cov_3.648276	15.00	189.00	116.53			1.00	0.72	93.33	139.73	31.27	174.00	NODE_46232_length_145_cov_3.648276	211.00	ref|XM_002132050.1|	PREDICTED: Ciona intestinalis similar to KCNK16 protein (LOC100183963), mRNA.	0.30	gb|AC213418.1|	Populus trichocarpa clone POP021-F23, complete sequence.	1.20
CUFF.7372.1	12519.00	NODE_46240_length_162_cov_5.759259	0.00	228.00	123.84			1.00	1.00	99.07	148.61	33.33	228.00	NODE_46240_length_162_cov_5.759259	228.00	ref|XM_002515156.1|	Ricinus communis conserved hypothetical protein, mRNA.	2.0e-14	ref|XM_002302764.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-13
CUFF.7374.1	12521.00	NODE_46241_length_67_cov_6.552239	0.00	133.00	99.78			1.00	1.00	70.67	128.89	26.84	133.00	NODE_46241_length_67_cov_6.552239	133.00	dbj|AK286609.1|	Glycine max cDNA, clone: GMFL01-32-J07.	5.0e-11	dbj|AK244760.1|	Glycine max cDNA, clone: GMFL01-13-E12.	5.0e-11
CUFF.7376.1	12517.00	NODE_46239_length_140_cov_77.171425	0.00	206.00	2280.91	8.65	263.49	1.00	1.00	2169.08	2392.74	613.48	206.00	NODE_46239_length_140_cov_77.171425	206.00	gb|AC024940.39|	Homo sapiens 12 BAC RP11-627K11 (Roswell Park Cancer Institute Human BAC Library) complete sequence.	0.01	gb|AC012156.14|AC012156	Homo sapiens 12p11-37.2-54.4 BAC RP11-433D24 (Rosewell Park Cancer Institute Human Bac Library) complete sequence.	0.01
CUFF.7378.1	12523.00	NODE_46242_length_188_cov_19.207447	33.00	254.00	1516.63			1.00	1.00	1428.59	1604.68	407.76	221.00	NODE_46242_length_188_cov_19.207447	254.00	gb|AY466858.1|	Vigna unguiculata peroxisomal ascorbate peroxidase mRNA, complete cds.	2.0e-21	gb|BT097270.1|	Soybean clone JCVI-FLGm-21F16 unknown mRNA.	2.0e-18
CUFF.7380.1	12525.00	NODE_46243_length_70_cov_6.342857	0.00	135.00	89.94			1.00	1.00	62.50	117.37	24.20	135.00	NODE_46243_length_70_cov_6.342857	136.00	ref|XM_002279954.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100267659 (LOC100267659), mRNA.	4.0e-27	gb|BT098460.1|	Soybean clone JCVI-FLGm-12B17 unknown mRNA.	2.0e-23
CUFF.7382.1	12527.00	NODE_46244_length_118_cov_15.584745	0.00	184.00	309.99			1.00	1.00	266.37	353.61	83.40	184.00	NODE_46244_length_118_cov_15.584745	184.00	dbj|AP010588.1|	Lotus japonicus genomic DNA, clone: LjT40J16, TM1983, complete sequence.	3.0e-35	dbj|AB368491.1|	Solanum lycopersicum SlTPS1 mRNA for trehalose-6-phosphate synthase, complete cds.	1.0e-09
CUFF.7384.1	12531.00	NODE_46249_length_216_cov_3.884259	0.00	282.00	99.13			1.00	1.00	79.20	119.05	26.67	282.00	NODE_46249_length_216_cov_3.884259	282.00	gb|AC145156.61|	Medicago truncatula clone mth2-7h6, complete sequence.	1.0e-156	emb|Z11512.1|	L.luteus genes for 5S and 18S ribosomal RNA.	1.0e-156
CUFF.7386.1	12533.00	NODE_46253_length_140_cov_5.235714	0.00	206.00	117.88			1.00	1.00	92.46	143.30	31.72	206.00	NODE_46253_length_140_cov_5.235714	206.00	ref|XM_002531356.1|	Ricinus communis N-acetyltransferase, putative, mRNA.	8.0e-11	ref|XM_002312473.1|	Populus trichocarpa predicted protein, mRNA.	3.0e-10
CUFF.7388.1	12529.00	NODE_46248_length_172_cov_29.494186	0.00	238.00	631.18			1.00	1.00	576.45	685.91	169.87	238.00	NODE_46248_length_172_cov_29.494186	238.00	gb|AC137822.30|	Medicago truncatula clone mth2-31e20, complete sequence.	6.0e-03	gb|AC148965.3|	Medicago truncatula chromosome 7 clone mth2-10f21, complete sequence.	6.0e-03
CUFF.7390.1	12537.00	NODE_46256_length_245_cov_4.057143	0.00	311.00	100.78			1.00	1.00	81.65	119.91	27.11	311.00	NODE_46256_length_245_cov_4.057143	311.00	ref|XM_002319832.1|	Populus trichocarpa predicted protein, mRNA.	5.0e-38	dbj|AP010315.1|	Lotus japonicus genomic DNA, chromosome 4, clone: LjT63K02, TM2002, complete sequence.	7.0e-37
CUFF.7392.1	12539.00	NODE_46257_length_67_cov_9.358209	0.00	133.00	129.50			1.00	1.00	96.34	162.67	34.84	133.00	NODE_46257_length_67_cov_9.358209	133.00	ref|XM_002520977.1|	Ricinus communis trehalose-6-phosphate synthase, putative, mRNA.	4.0e-18	gb|EZ288722.1|	TSA: Artemisia annua strain Madagascar Contig15109.Mt mRNA sequence.	8.0e-13
CUFF.7394.1	12535.00	NODE_46254_length_274_cov_17.492701	0.00	340.00	553.94			1.00	1.00	511.05	596.84	148.96	340.00	NODE_46254_length_274_cov_17.492701	340.00	emb|X79706.1|	C.aietinum capr1 mRNA for pathogenesis-related protein.	6.0e-07	gb|BT096508.1|	Soybean clone JCVI-FLGm-9N22 unknown mRNA.	1.0e-04
CUFF.7396.1	12543.00	NODE_46260_length_182_cov_9.038462	0.00	248.00	243.66			1.00	1.00	210.34	276.97	65.50	248.00	NODE_46260_length_182_cov_9.038462	248.00	gb|CP000382.1|	Clostridium novyi NT, complete genome.	0.36	gb|AC236832.1|	Felis catus BAC clone FCAB-1H12 from chromosome unknown, complete sequence.	1.40
CUFF.7398.1	12541.00	NODE_46258_length_67_cov_11.343284	0.00	133.00	707.80			1.00	1.00	630.27	785.33	190.40	133.00	NODE_46258_length_67_cov_11.343284	133.00	gb|AC134729.2|	Homo sapiens 3 BAC RP11-671L3 (Roswell Park Cancer Institute Human BAC Library) complete sequence.	0.18	gb|AC133952.4|	Mus musculus BAC clone RP23-114H2 from 1, complete sequence.	0.71
CUFF.740.1	5681.00	NODE_20793_length_273_cov_19.974360	0.00	339.00	433.97	90.67	4.78	1.00	1.00	395.94	471.99	116.79	339.00	NODE_20793_length_273_cov_19.974360	339.00	gb|BT096646.1|	Soybean clone JCVI-FLGm-20P24 unknown mRNA.	3.0e-61	gb|BT098887.1|	Soybean clone JCVI-FLGm-13O15 unknown mRNA.	7.0e-59
CUFF.7400.1	12547.00	NODE_46262_length_137_cov_7.262774	0.00	203.00	139.10			1.00	1.00	111.28	166.92	37.40	203.00	NODE_46262_length_137_cov_7.262774	203.00	dbj|AP009822.1|		0.29	emb|CU927920.7|	Zebrafish DNA sequence from clone CH73-205C16 in linkage group 20, complete sequence.	1.20
CUFF.7402.1	12545.00	NODE_46261_length_67_cov_7.597015	0.00	133.00	1495.58			1.00	1.00	1382.88	1608.28	401.56	133.00	NODE_46261_length_67_cov_7.597015	133.00	gb|BT092730.1|	Soybean clone JCVI-FLGm-11J21 unknown mRNA.	3.0e-15	ref|XM_002278886.1|		0.18
CUFF.7404.1	12549.00	NODE_46263_length_229_cov_18.611353	0.00	294.00	455.25			1.00	1.00	413.43	497.07	122.52	294.00	NODE_46263_length_229_cov_18.611353	295.00	gb|BT089704.1|	Soybean clone JCVI-FLGm-2L13 unknown mRNA.	2.0e-06	gb|EZ349559.1|	TSA: Artemisia annua strain Uganda Contig16775.Uhm mRNA sequence.	5.0e-04
CUFF.7406.1	12551.00	NODE_46264_length_186_cov_14.725806	0.00	251.00	321.74			1.00	1.00	283.69	359.79	86.58	251.00	NODE_46264_length_186_cov_14.725806	252.00	gb|BT090937.1|	Soybean clone JCVI-FLGm-24N10 unknown mRNA.	3.0e-48	ref|XM_002278367.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100266301, transcript variant 1 (LOC100266301), mRNA.	2.0e-46
CUFF.7408.1	12553.00	NODE_46265_length_248_cov_17.947580	0.00	314.00	542.26			1.00	1.00	498.09	586.42	145.74	314.00	NODE_46265_length_248_cov_17.947580	314.00	gb|BT089104.1|	Soybean clone JCVI-FLGm-1I11 unknown mRNA.	3.0e-30	gb|BT090386.1|	Soybean clone JCVI-FLGm-4I8 unknown mRNA.	2.0e-25
CUFF.7410.1	12555.00	NODE_46266_length_285_cov_13.642105	0.00	351.00	335.46			1.00	1.00	302.61	368.32	90.28	351.00	NODE_46266_length_285_cov_13.642105	351.00	ref|XM_002643151.1|	Caenorhabditis briggsae C. briggsae CBR-PDK-1 protein (Cbr-pdk-1) mRNA, complete cds.	0.13	dbj|AP004916.1|	Lotus japonicus genomic DNA, chromosome 2, clone: LjT18E24, TM0074, complete sequence.	0.13
CUFF.7412.1	12559.00	NODE_46269_length_145_cov_4.634483	0.00	211.00	97.69			1.00	1.00	74.82	120.56	26.29	211.00	NODE_46269_length_145_cov_4.634483	211.00	gb|BT052278.1|	Medicago truncatula clone MTYF9_FA_FB_FC1G-E-24 unknown mRNA.	1.0e-03	gb|AC146856.8|	Medicago truncatula clone mth2-16l23, complete sequence.	1.0e-03
CUFF.7414.1	12557.00	NODE_46267_length_224_cov_5.419643	0.00	290.00	160.66			1.00	1.00	135.64	185.67	43.23	290.00	NODE_46267_length_224_cov_5.419643	290.00	dbj|AP009650.1|	Lotus japonicus genomic DNA, chromosome 2, clone: LjT01H08, TM0053, complete sequence.	1.0e-47	gb|AC141436.18|	Medicago truncatula chromosome 6 clone mth2-31k19, complete sequence.	2.0e-27
CUFF.7416.1	12561.00	NODE_46270_length_216_cov_10.592592	0.00	282.00	292.38			1.00	1.00	258.16	326.60	78.67	282.00	NODE_46270_length_216_cov_10.592592	282.00	gb|BT098460.1|	Soybean clone JCVI-FLGm-12B17 unknown mRNA.	4.0e-32	ref|XM_002307656.1|	Populus trichocarpa predicted protein, mRNA.	3.0e-23
CUFF.7418.1	12563.00	NODE_46271_length_190_cov_8.005263	0.00	256.00	302.22			1.00	1.00	265.71	338.74	81.28	256.00	NODE_46271_length_190_cov_8.005263	256.00	ref|XM_002308243.1|	Populus trichocarpa predicted protein, mRNA.	1.0e-10	ref|XM_002514085.1|	Ricinus communis conserved hypothetical protein, mRNA.	1.0e-07
CUFF.742.1	5675.00	NODE_20781_length_248_cov_41.318550	0.00	314.00	930.54	745.78	1.24	1.00	1.00	861.42	999.66	248.96	220.00	NODE_20781_length_248_cov_41.318550	314.00	dbj|AK287240.1|	Glycine max cDNA, clone: GMFL01-47-I03.	2.0e-06	dbj|AK285897.1|	Glycine max cDNA, clone: GMFL01-18-C20.	2.0e-06
CUFF.7420.1	12567.00	NODE_46274_length_67_cov_9.134328	0.00	133.00	123.14			1.00	1.00	90.80	155.47	33.14	133.00	NODE_46274_length_67_cov_9.134328	133.00	ref|XM_816516.1|	Trypanosoma cruzi strain CL Brener poly(A)-binding protein partial mRNA.	0.71	gb|AF044733.1|AF044733	Trypanosoma cruzi clone B1k poly(A)-binding protein (PABP) gene, complete cds.	0.71
CUFF.7422.1	12565.00	NODE_46272_length_152_cov_6.092105	0.00	218.00	119.16			1.00	1.00	94.31	144.01	32.06	218.00	NODE_46272_length_152_cov_6.092105	218.00	emb|AM457536.1|	Vitis vinifera, whole genome shotgun sequence, contig VV78X196743.5, clone ENTAV 115.	0.08	ref|XM_001095811.1|	PREDICTED: Macaca mulatta hypothetical protein LOC707399 (LOC707399), mRNA.	0.32
CUFF.7424.1	12569.00	NODE_46275_length_149_cov_4.395973	0.00	214.00	87.08			1.00	1.00	65.64	108.52	23.43	214.00	NODE_46275_length_149_cov_4.395973	215.00	dbj|AP003254.3|	Oryza sativa Japonica Group genomic DNA, chromosome 1, PAC clone:P0454A11.	0.31	ref|XM_001565017.1|	Leishmania braziliensis MHOM/BR/75/M2904 hypothetical protein, conserved (LbrM22_V2.1500) partial mRNA.	1.20
CUFF.7426.1	12573.00	NODE_46277_length_233_cov_9.678112	0.00	299.00	229.48			1.00	1.00	200.04	258.93	61.74	299.00	NODE_46277_length_233_cov_9.678112	299.00	gb|AC158928.6|	Mus musculus chromosome 1, clone RP23-228O9, complete sequence.	0.11	gb|AC103619.12|	Mus musculus chromosome 1, clone RP24-217I23, complete sequence.	0.11
CUFF.7428.1	12571.00	NODE_46276_length_268_cov_19.787313	0.00	334.00	502.18			1.00	1.00	460.97	543.39	135.13	334.00	NODE_46276_length_268_cov_19.787313	334.00	gb|AC225476.13|	Medicago truncatula clone mth2-18d16, complete sequence.	5.0e-29	gb|AC151805.21|	Medicago truncatula chromosome 8 clone mth2-59n17, complete sequence.	5.0e-29
CUFF.7430.1	12577.00	NODE_46279_length_67_cov_13.477612	0.00	133.00	222.83			1.00	1.00	179.33	266.33	59.95	133.00	NODE_46279_length_67_cov_13.477612	133.00	gb|BT093392.1|	Soybean clone JCVI-FLGm-24I7 unknown mRNA.	8.0e-50	dbj|AK287130.1|	Glycine max cDNA, clone: GMFL01-44-N24.	8.0e-50
CUFF.7432.1	12579.00	NODE_46280_length_67_cov_6.373134	0.00	133.00	130.49			1.00	1.00	97.20	163.78	35.11	133.00	NODE_46280_length_67_cov_6.373134	133.00	ref|XM_002317245.1|	Populus trichocarpa predicted protein, mRNA.	0.71	emb|CT010497.9|	Mouse DNA sequence from clone RP23-239L12 on chromosome 12, complete sequence.	0.71
CUFF.7434.1	12581.00	NODE_46281_length_67_cov_5.820896	1.00	133.00	87.70			1.00	1.00	60.31	115.10	23.59	132.00	NODE_46281_length_67_cov_5.820896	133.00	ref|XM_002319370.1|	Populus trichocarpa predicted protein, mRNA.	9.0e-16	gb|AC123575.10|	Medicago truncatula clone mth1-31p6, complete sequence.	3.0e-15
CUFF.7437.1	12575.00	NODE_46278_length_111_cov_7.909910	17.00	177.00	5460.38	7.48	729.98	1.00	1.00	5264.05	5656.71	1451.48	160.00	NODE_46278_length_111_cov_7.909910	177.00	gb|BT095509.1|	Soybean clone JCVI-FLGm-19O22 unknown mRNA.	9.0e-63	dbj|AK244882.1|	Glycine max cDNA, clone: GMFL01-15-P01.	9.0e-63
CUFF.7439.1	12587.00	NODE_46284_length_67_cov_12.164179	0.00	133.00	334.38			1.00	1.00	281.09	387.67	89.42	133.00	NODE_46284_length_67_cov_12.164179	133.00	gb|BT090910.1|	Soybean clone JCVI-FLGm-5L21 unknown mRNA.	2.0e-23	ref|XM_002305521.1|	Populus trichocarpa predicted protein, mRNA.	4.0e-21
CUFF.7441.1	12589.00	NODE_46286_length_273_cov_10.032967	0.00	339.00	244.89			1.00	1.00	216.32	273.45	65.90	339.00	NODE_46286_length_273_cov_10.032967	339.00	gb|BC165664.1|	Danio rerio cullin 1a, mRNA (cDNA clone MGC:192752 IMAGE:100061217), complete cds.	0.51	emb|BX296527.6|	Zebrafish DNA sequence from clone DKEYP-32C3 in linkage group 2, complete sequence.	0.51
CUFF.7443.1	12585.00	NODE_46283_length_201_cov_50.507462	0.00	267.00	1142.18	4.09	278.83	1.00	1.00	1072.67	1211.69	307.39	267.00	NODE_46283_length_201_cov_50.507462	267.00	dbj|AK244658.1|	Glycine max cDNA, clone: GMFL01-09-N15.	8.0e-61	gb|EF144205.1|	Populus trichocarpa clone PX0011_C21 unknown mRNA.	2.0e-58
CUFF.7445.1	12593.00	NODE_46289_length_67_cov_10.477612	0.00	133.00	152.86			1.00	1.00	116.83	188.89	41.12	133.00	NODE_46289_length_67_cov_10.477612	133.00	ref|XM_002319370.1|	Populus trichocarpa predicted protein, mRNA.	2.0e-16	ref|XM_002276760.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100257043 (LOC100257043), mRNA.	3.0e-15
CUFF.7447.1	12595.00	NODE_46290_length_376_cov_9.191489	0.00	442.00	236.37			1.00	1.00	211.79	260.95	63.60	442.00	NODE_46290_length_376_cov_9.191489	442.00	gb|CP000786.1|	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Paris)' chromosome I, complete sequence.	0.17	gb|CP000777.1|	Leptospira biflexa serovar Patoc strain 'Patoc 1 (Ames)' chromosome I, complete sequence.	0.17
CUFF.7449.1	12597.00	NODE_46291_length_224_cov_12.058036	0.00	290.00	300.02			1.00	1.00	265.84	334.21	80.70	290.00	NODE_46291_length_224_cov_12.058036	290.00	ref|XM_002270263.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100241119 (LOC100241119), mRNA.	3.0e-17	emb|AM430670.1|	Vitis vinifera contig VV78X108629.8, whole genome shotgun sequence.	3.0e-17
CUFF.745.1	5687.00	NODE_2081_length_456_cov_116.995613	41.00	480.00	33.44	2204.26	0.01	1.00	1.00	24.17	42.72	9.00	439.00	NODE_2081_length_456_cov_116.995613	522.00	dbj|AK285856.1|	Glycine max cDNA, clone: GMFL01-17-J06.	1.0e-142	gb|BT089431.1|	Soybean clone JCVI-FLGm-1P6 unknown mRNA.	1.0e-140
CUFF.7451.1	12599.00	NODE_46293_length_270_cov_80.618515	0.00	336.00	1960.64			1.00	1.00	1879.46	2041.83	527.60	336.00	NODE_46293_length_270_cov_80.618515	336.00	dbj|AK245459.1|	Glycine max cDNA, clone: GMFL01-31-A22.	3.0e-79	gb|BT098805.1|	Soybean clone JCVI-FLGm-23M4 unknown mRNA.	5.0e-72
CUFF.7453.1	12601.00	NODE_46294_length_67_cov_9.701492	0.00	133.00	494.68			1.00	1.00	429.86	559.49	133.01	133.00	NODE_46294_length_67_cov_9.701492	133.00	gb|BT089464.1|	Soybean clone JCVI-FLGm-2C23 unknown mRNA.	0.71	gb|EU921837.1|	Branchiostoma lanceolatum Hox14 (Hox14) gene, complete cds.	2.80
CUFF.7455.1	12603.00	NODE_46295_length_115_cov_7.173913	0.00	181.00	569.32			1.00	1.00	509.71	628.92	153.16	181.00	NODE_46295_length_115_cov_7.173913	181.00	gb|EU412884.1|	TSA: Hippoglossus hippoglossus all_halibut.1884.C1 mRNA sequence.	3.0e-41	ref|NM_001009202.1|	Ovis aries ubiquitin C (UBC), mRNA.	3.0e-41
CUFF.7457.1	12605.00	NODE_46298_length_67_cov_26.358210	0.00	133.00	493.26			1.00	1.00	428.53	557.98	132.70	133.00	NODE_46298_length_67_cov_26.358210	133.00	ref|XM_002274791.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100263324 (LOC100263324), mRNA.	6.0e-29	ref|XM_002270380.1|	PREDICTED: Vitis vinifera hypothetical protein LOC100252949 (LOC100252949), mRNA.	2.0e-22
CUFF.7459.1	12493.00	NODE_46224_length_67_cov_4.029851	0.00	133.00	20509.60			1.00	1.00	20092.20	20926.90	5518.17	133.00	NODE_46224_length_67_cov_4.029851	133.00	dbj|AK244567.1|	Glycine max cDNA, clone: GMFL01-06-O13.	1.0e-51	gb|BT097244.1|	Soybean clone JCVI-FLGm-21D16 unknown mRNA.	3.0e-49
